Job Type,Tracking Number,Authorization Number,Job Status,SAP Phase,Received Date,Created Date,Completed Date,Authorization Type,Administrative Area,Amendment Type,Latitude,Longitude,Application Type,Transaction Type,Complexity,Intake,Preliminary Application,Applicant Work Window,In Screening,Review and Decision,Processing,Days in Process,Withdrawn Date
Auth Cancel Susp and Aband App,391970,14441,Approved,,2020-03-12 14:51,2020-03-12 14:51,2020-03-19,Permit,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,6.4,
Auth Cancel Susp and Aband App,391973,7785,In Review,,2020-03-12 16:56,2020-03-12 16:56,,Permit,Authorizations - South Region,,,,Cancel,EM General,Simple,,,,,,,416.9,
Authorization Amendment,392048,4133,Approved,,2020-03-16,2020-03-16 11:48,2020-08-20 15:31,Permit,Authorizations - North Region,Minor,55.3455556,123.1057,Internal Amendment,EM General,Medium,,,,,,,157,
Authorization Amendment,392201,5000,Approved,,2020-03-17,2020-03-17 11:18,2020-12-17 14:17,Permit,Authorizations - North Region,Minor,53.978594,122.693843,Internal Amendment,EM General,Medium,,,,,,,275,
New Registration,392214,110284,Completed,,2020-03-17,2020-03-18 8:30,2020-04-29 13:48,Code of Practice for Soil Amendments,Express Transactions,,51.1179,116.6929,,Express,Simple,1.4,,,,,41.9,43,
New Registration,392232,110285,Pending Final Application,Applicant Work Window,2020-03-17,2020-03-19 9:52,,Hazardous Waste Regulation,Authorizations - South Region,,49.88554,119.44644,,Routine,Medium,2.4,88.2,261.7,60.2,,,412.6,
Registration Amendment,392236,108468,In Review,Review and Decision,2020-03-18,2020-03-19 13:06,,Hazardous Waste Regulation,Authorizations - South Region,Major,48.911389,123.737778,,Routine,Medium,1.6,98.8,34,56.2,145.5,,411.6,
Authorization Amendment,392241,3647,Approved,,2020-03-19,2020-03-19 15:55,2020-03-25 8:42,Permit,Authorizations - North Region,Minor,55.3383,123.1802,Internal Amendment,EM General,Medium,,,,,,,5,
New Registration,392258,110288,Completed,,2020-03-19,2020-03-20 14:08,2020-04-02 8:29,Organic Matter Recycling Regulation,Authorizations - South Region,,49.20878,125.547,,Express,Medium,7,6,,,6.8,,13,
De-Registration,392289,105255,In Review,Processing,2020-03-23 9:59,2020-03-23 9:59,,Municipal Wastewater Regulation,Authorizations - North Region,,,,,Express,Medium,0,,,,,406.2,406.2,
Authorization Amendment,392294,15276,Approved,,2020-03-20,2020-03-23 15:06,2020-07-27 10:42,Operational Certificate,Authorizations - South Region,Minor,49.4709,120.4968,,Routine,Medium,3,100.9,0,0.1,21.9,,126,
New Registration,392308,110290,Completed,,2020-03-19,2020-03-24 7:49,2020-04-16 8:03,Asphalt Plant Regulation,Express Transactions,,60,140,,Express,Simple,5.3,,,,,22.3,27,
Authorization Amendment,392315,330,Approved,,2020-03-23,2020-03-24 12:40,2020-07-23 10:44,Permit,Authorizations - South Region,Minor,51.6413,120.0399,,Routine,Medium,1,13.1,0,0,107,,121,
Authorization Amendment,392316,9034,Approved,,2020-03-25,2020-03-24 13:44,2020-03-30 11:10,Permit,Express Transactions,Minor,53.9279,122.7133,Internal Amendment,EM General,Simple,,,,,,,2,
Authorization Amendment,392339,9033,Approved,,2020-03-25,2020-03-25 13:33,2020-03-30 14:25,Permit,Authorizations - North Region,Minor,53.9267,122.707,Internal Amendment,EM General,Medium,,,,,,,2,
Registration Amendment,392340,105419,Completed,,2020-03-21,2020-03-25 13:39,2020-03-30 10:54,Asphalt Plant Regulation,Express Transactions,Minor,49.5374,115.7513,,Express,Simple,4.6,,,,,1.1,5,
New Registration,392341,110292,Completed,,2020-03-23,2020-03-25 13:47,2020-04-16 7:57,Asphalt Plant Regulation,Express Transactions,,49.5392,115.7501,,Express,Simple,2.6,,,,,21,23,
Authorization Amendment,392359,6510,Approved,,2020-03-26,2020-03-26 8:14,2020-05-26 13:56,Operational Certificate,Authorizations - North Region,Minor,52.3647,121.8622,Internal Amendment,EM General,Medium,,,,,,,61,
Authorization Amendment,392361,4533,Approved,,2020-03-26,2020-03-26 8:21,2020-05-26 14:34,Operational Certificate,Authorizations - North Region,Minor,52.6542,121.5386,Internal Amendment,EM General,Medium,,,,,,,61,
Authorization Amendment,392362,11071,Approved,,2020-03-26,2020-03-26 8:23,2020-05-26 14:22,Operational Certificate,Authorizations - North Region,Minor,51.4714,121.1106,Internal Amendment,EM General,Medium,,,,,,,61,
Authorization Amendment,392365,110094,Approved,,2020-03-26,2020-03-26 13:16,2020-05-05 13:44,Permit,Oil & Gas Commission,Minor,56.839583,122.040625,,Routine,Simple,0,0,0,0,36.1,,36,
New Registration,392439,110294,Completed,,2020-03-27,2020-03-27 15:56,2020-04-01 10:32,Code of Practice for Concrete and Concrete Products,Express Transactions,,53.6522,127.9423,,Express,Simple,3.4,,,,,1.3,4,
Authorization Amendment,392527,5612,Pending Final Application,Applicant Work Window,2020-03-25,2020-03-30 9:29,,Permit,Authorizations - South Region,Minor,50.4025,119.2187,,Routine,Medium,5,60.1,339.1,,,,404.6,
Authorization Amendment,392528,100138,Approved,,2019-12-07,2020-03-30 9:34,2020-04-16 10:10,Permit,Authorizations - North Region,Minor,54.01557,128.69911,Internal Amendment,EM General,Medium,,,,,,,131,
Authorization Amendment,392534,6922,Approved,,2020-03-30,2020-03-30 11:29,2020-06-04 10:35,Operational Certificate,Authorizations - North Region,Minor,51.493,123.7987,Internal Amendment,EM General,Medium,,,,,,,65,
Authorization Amendment,392535,6313,Approved,,2020-03-30,2020-03-30 11:32,2020-06-04 9:00,Operational Certificate,Authorizations - North Region,Minor,51.9871,125.0047,Internal Amendment,EM General,Medium,,,,,,,65,
Authorization Amendment,392536,4535,Approved,,2020-03-30,2020-03-30 11:34,2020-06-04 8:53,Operational Certificate,Authorizations - North Region,Minor,51.7658,124.446,Internal Amendment,EM General,Medium,,,,,,,65,
Authorization Amendment,392541,5661,Approved,,2020-03-26,2020-03-30 14:35,2020-04-01 11:02,Permit,Authorizations - South Region,Minor,50.112097,125.291918,Internal Amendment,EM General,Medium,,,,,,,5,
Authorization Amendment,392544,3139,Approved,,2020-03-26,2020-03-30 15:00,2020-03-31 12:45,Permit,Authorizations - South Region,Minor,49.085333,123.107976,Internal Amendment,EM General,Medium,,,,,,,5,
Registration Amendment,392565,100442,Completed,,2020-03-30,2020-03-31 12:31,2020-04-02 14:58,Vehicle Dismantling and Recycling Industry Environmental Planning Regulation,Express Transactions,Minor,49.8665,119.5782,,Express,Simple,1.6,,,,,2,3,
Authorization Amendment,392566,17130,Approved,,2020-03-31,2020-03-31 14:25,2020-08-25 15:44,Permit,Authorizations - South Region,Minor,54.227259,130.294305,Internal Amendment,EM General,Medium,,,,,,,146,
Authorization Amendment,392567,1714,In Review,Review and Decision,2020-03-26,2020-03-31 14:27,,Operational Certificate,Authorizations - South Region,Minor,49.119,123.899,,Routine,Complex,5,6.8,0.1,0,301.3,,403.6,
Authorization Amendment,392627,4454,Approved,,2020-04-01,2020-04-01 8:49,2020-11-10 8:27,Permit,Authorizations - North Region,Minor,54.299788,130.321273,Internal Amendment,EM General,Medium,,,,,,,222,
Authorization Amendment,392630,3095,Pre-Application,Preliminary Application,2020-03-13,2020-04-01 11:20,,Permit,Authorizations - South Region,Minor,49.5217,123.4855,,Routine,Medium,19,397.1,,,,,416.6,
Authorization Amendment,392631,16322,Approved,,2020-03-26,2020-04-01 13:32,2020-06-08 9:07,Permit,Authorizations - North Region,Minor,49.1972,121.7964,,Routine,Medium,6,29,0,1,20.9,,57,
New Registration,392632,110296,Completed,,2020-04-01,2020-04-01 14:12,2020-04-23 14:32,Code of Practice for Soil Amendments,Express Transactions,,50.4942,119.1574,,Express,Simple,0.6,,,,,21.9,22,
Registration Amendment,392720,106401,Pending Final Application,Applicant Work Window,2020-04-01,2020-04-02 11:03,,Hazardous Waste Regulation,Authorizations - North Region,Minor,56.240399,120.794553,,Routine,Medium,1.5,56.2,339.9,,,,397.6,
De-Registration,392723,103761,Completed,,2020-04-02 12:54,2020-04-02 12:54,2020-04-02 13:47,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0,
De-Registration,392724,16059,Completed,,2020-04-02 13:04,2020-04-02 13:04,2020-04-02 14:14,Oil & Gas Waste Regulation (Facility Registration),Express Transactions,,,,,Express,Simple,0,,,,,0,0,
De-Registration,392725,15374,Completed,,2020-04-02 13:11,2020-04-02 13:11,2020-04-02 14:18,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0,
De-Registration,392726,103927,Completed,,2020-04-02 13:17,2020-04-02 13:17,2020-04-02 14:24,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0,
De-Registration,392727,15400,Completed,,2020-04-02 13:24,2020-04-02 13:24,2020-04-02 15:13,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.1,
De-Registration,392728,17699,Completed,,2020-04-02 13:30,2020-04-02 13:30,2020-04-02 15:15,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.1,
De-Registration,392729,15444,Completed,,2020-04-02 13:41,2020-04-02 13:41,2020-04-02 15:17,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.1,
De-Registration,392731,100016,Completed,,2020-04-02 13:58,2020-04-02 13:58,2020-04-02 15:20,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.1,
De-Registration,392736,15442,Completed,,2020-04-02 14:26,2020-04-02 14:26,2020-04-03 7:57,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392737,17440,Completed,,2020-04-02 14:31,2020-04-02 14:31,2020-04-03 8:01,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
Authorization Amendment,392738,15821,In Review,Review and Decision,2020-03-27,2020-04-02 14:42,,Operational Certificate,Authorizations - South Region,Major,51.0285,118.2349,,Routine,Complex,6,33,0.7,0,272.5,,402.6,
De-Registration,392739,15725,Completed,,2020-04-02 14:47,2020-04-02 14:47,2020-04-03 8:05,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392740,16243,Completed,,2020-04-02 14:58,2020-04-02 14:58,2020-04-03 8:18,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392741,17352,Completed,,2020-04-02 15:06,2020-04-02 15:06,2020-04-03 8:20,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392742,103928,Completed,,2020-04-02 15:10,2020-04-02 15:10,2020-04-03 8:54,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392746,15443,Completed,,2020-04-02 15:17,2020-04-02 15:17,2020-04-03 8:59,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392748,15505,Completed,,2020-04-02 15:24,2020-04-02 15:24,2020-04-03 9:16,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
De-Registration,392752,17444,Completed,,2020-04-02 15:39,2020-04-02 15:39,2020-04-03 9:20,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.7,
Authorization Amendment,392776,514,In Review,Review and Decision,2020-03-27,2020-04-03 9:21,,Permit,Authorizations - South Region,Major,50.81,118.967,,Routine,Complex,0,32.3,0.7,0,272.5,,402.6,
Authorization Amendment,392781,17006,In Review,Review and Decision,2020-03-27,2020-04-03 10:33,,Operational Certificate,Authorizations - South Region,Major,51.30883,116.953233,,Routine,Complex,0,95,0,0,300.1,,402.6,
De-Registration,392785,15418,Completed,,2020-04-03 11:39,2020-04-03 11:39,2020-04-20 15:03,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,4.1,17.1,
New Authorization,392788,110299,Approved,,2020-04-03,2020-04-03 14:36,2020-06-16 13:29,Approval,Oil & Gas Commission,,54.00604,128.687061,,Routine,Medium,0.6,69,0,0,0.8,,70,
Authorization Amendment,392789,1164,Approved,,2020-04-02,2020-04-03 14:45,2020-04-09 15:46,Permit,Authorizations - South Region,Minor,50.0808,125.285,,Routine,Medium,0,2.8,0,0,3.2,,7,
Auth Cancel Susp and Aband App,392790,109644,Approved,,2020-04-03 15:48,2020-04-03 15:48,2020-04-03,Approval,Express Transactions,,,,Cancel,EM General,Simple,,,,,,,0,
Authorization Amendment,392856,106546,Approved,,2020-04-06,2020-04-06 12:46,2020-06-10 12:11,Permit,Oil & Gas Commission,Major,56.965,122.226,,Routine,Simple,0,0,0,0,65,,65,
Registration Amendment,392859,18271,In Review,Review and Decision,2020-03-24,2020-04-06 13:27,,Municipal Wastewater Regulation,Authorizations - South Region,Minor,50.763172,119.012422,,Routine,Medium,0,45.9,179,6.1,161.1,,405.6,
De-Registration,392860,100445,Completed,,2020-04-06 13:33,2020-04-06 13:33,2020-04-23 10:18,Code of Practice for Slaughter and Poultry Processing,Express Transactions,,,,,Express,Simple,0,,,,,1,16.9,
New Registration,392861,110303,Completed,,2020-04-03,2020-04-06 15:00,2020-04-27 9:50,Code of Practice for Agricultural Environmental Management - Boiler and Heater,Express Transactions,,49.0415,122.0908,,Express,Simple,3.6,,,,,17.8,21,
Authorization Amendment,392883,7415,Approved,,2020-04-01,2020-04-07 14:34,2020-05-08 13:08,Permit,Express Transactions,Minor,54.2126,122.4064,Transfer,EM General,Simple,,,,,,,37,
Auth Cancel Susp and Aband App,392896,7411,Approved,,2020-04-08 8:52,2020-04-08 8:52,2020-04-16,Permit,Authorizations - North Region,,,,Cancel,EM General,Medium,,,,,,,7.6,
Authorization Amendment,392901,395,Approved,,2020-04-02,2020-04-08 11:41,2020-04-21 15:18,Permit,Express Transactions,Minor,49.302219,123.010799,Name Change,EM General,Simple,,,,,,,19,
Authorization Amendment,392902,17789,Approved,,2020-04-01,2020-04-08 14:23,2020-06-03 15:27,Permit,Mining Team,Minor,57.12816,131.45401,,Routine,Medium,0,28.9,0,0.1,25.9,,62,
Registration Amendment,392915,16598,Completed,,2020-04-09,2020-04-09 12:21,2020-05-18 15:57,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,57.689768,122.248952,Transfer,EM General,Simple,,,,,,,39,
Registration Amendment,392916,16654,Completed,,2020-04-09,2020-04-09 13:45,2020-05-18 16:02,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,57.688259,122.3497,Transfer,EM General,Simple,,,,,,,39,
Registration Amendment,392917,16655,Completed,,2020-04-09,2020-04-09 14:19,2020-05-18 16:04,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,Minor,57.68575,122.105046,Transfer,EM General,Simple,,,,,,,39,
Authorization Amendment,392918,5479,Pending Final Application,Applicant Work Window,2020-03-27,2020-04-09 14:50,,Operational Certificate,Authorizations - North Region,Major,50.681345,119.233087,,Routine,Medium,0,180.7,208.3,,,,402.6,
Authorization Amendment,392981,17226,Approved,,2020-04-06,2020-04-14 10:13,2020-05-29 6:12,Operational Certificate,Authorizations - North Region,Minor,55.238965,127.539005,Internal Amendment,EM General,Medium,,,,,,,52,
Authorization Amendment,392986,2761,Approved,,2020-04-14,2020-04-14 13:10,2020-04-16 17:56,Permit,Authorizations - North Region,Minor,53.924098,122.694991,Internal Amendment,EM General,Medium,,,,,,,2,
Authorization Amendment,393001,17920,Approved,,2020-04-15,2020-04-15 8:27,2020-06-04 8:47,Operational Certificate,Authorizations - North Region,Minor,52.383333,125.216667,Internal Amendment,EM General,Medium,,,,,,,49,
New Authorization,393005,110307,Approved,,2020-04-15,2020-04-15 12:31,2020-07-10 8:14,Approval,Oil & Gas Commission,,49.127,121.9817,,Routine,Medium,0.5,1,74.2,0,1.1,,76,
New Registration,393006,110308,Completed,,2020-04-14,2020-04-15 14:01,2020-04-28 13:45,Code of Practice for Soil Amendments,Express Transactions,,49.902,117.203,,Express,Simple,1.6,,,,,12.9,14,
New Registration,393007,110309,Completed,,2020-04-07,2020-04-15 15:09,2020-04-29 15:05,Code of Practice for Soil Amendments,Express Transactions,,49.2241,121.7752,,Express,Simple,8.6,,,,,13.9,22,
New Registration,393008,110310,Completed,,2020-04-07,2020-04-15 16:20,2020-04-30 8:25,Code of Practice for Soil Amendments,Express Transactions,,49.2241,121.7752,,Express,Simple,8.7,,,,,14,22,
New Registration,393027,110312,Completed,,2020-04-15,2020-04-16 13:53,2020-04-29 10:43,Code of Practice for Soil Amendments,Express Transactions,,49.302712,121.711993,,Express,Simple,1.6,,,,,12.8,14,
New Registration,393029,110313,Completed,,2020-04-15,2020-04-16 14:10,2020-05-05 11:05,Code of Practice for Soil Amendments,Express Transactions,,49.30053,121.713753,,Express,Simple,1.6,,,,,18,19,
Authorization Amendment,393031,4330,Pre-Application,Preliminary Application,2020-04-13,2020-04-16 14:45,,Permit,Authorizations - North Region,Minor,49.28223,115.17249,,Routine,Complex,0,382,,,,,385.6,
New Registration,393032,110314,Completed,,2020-04-15,2020-04-16 14:45,2020-05-07 15:14,Code of Practice for Soil Amendments,Express Transactions,,49.30845,121.7108,,Express,Simple,1.6,,,,,21,22,
New Registration,393033,110315,Completed,,2020-04-15,2020-04-16 15:07,2020-05-08 8:55,Code of Practice for Soil Amendments,Express Transactions,,49.31166,121.7009,,Express,Simple,1.6,,,,,21.1,22,
New Registration,393035,110316,Completed,,2020-04-15,2020-04-16 15:31,2020-05-08 13:10,Code of Practice for Soil Amendments,Express Transactions,,49.30053,121.713753,,Express,Simple,1.6,,,,,21.8,23,
New Registration,393036,110317,Completed,,2020-04-15,2020-04-16 15:49,2020-05-08 14:46,Code of Practice for Soil Amendments,Express Transactions,,49.302712,121.711993,,Express,Simple,1.7,,,,,21.9,23,
New Registration,393037,110318,Completed,,2020-04-15,2020-04-16 16:19,2020-05-11 9:30,Code of Practice for Soil Amendments,Express Transactions,,49.30845,121.7108,,Express,Simple,1.7,,,,,24.7,26,
New Registration,393052,110319,Completed,,2020-04-15,2020-04-17 8:53,2020-05-14 9:24,Code of Practice for Soil Amendments,Express Transactions,,49.31166,121.7009,,Express,Simple,2.4,,,,,24.2,26,
New Registration,393055,110320,Completed,,2020-04-15,2020-04-17 9:30,2020-05-14 10:18,Code of Practice for Soil Amendments,Express Transactions,,49.31166,121.7009,,Express,Simple,2.4,,,,,25.1,27,
New Registration,393057,110321,Completed,,2020-04-15,2020-04-17 11:18,2020-04-30 13:59,Code of Practice for Soil Amendments,Express Transactions,,49.020366,122.428229,,Express,Simple,2.5,,,,,13,15,
New Authorization,393068,110322,Approved,,2020-04-18,2020-04-18 17:18,2020-07-28 14:52,Approval,Oil & Gas Commission,,49.1184,121.9989,,Routine,Medium,0.7,87.8,2.1,6,0.9,,97,
New Registration,393093,110323,Completed,,2020-04-15,2020-04-20 8:26,2020-04-21 15:03,Code of Practice for Concrete and Concrete Products,Express Transactions,,48.2617,123.2232,,Express,Simple,5.4,,,,,1.2,6,
New Registration,393098,110324,Completed,,2020-04-17,2020-04-20 15:24,2020-05-05 9:02,Code of Practice for Soil Amendments,Express Transactions,,49.09271,122.85702,,Express,Simple,3.6,,,,,10,13,
New Registration,393099,110325,Completed,,2020-04-17,2020-04-20 15:48,2020-05-05 9:08,Code of Practice for Soil Amendments,Express Transactions,,49.0959747,122.83519,,Express,Simple,3.7,,,,,10,13,
New Registration,393100,110326,Completed,,2020-04-17,2020-04-20 16:11,2020-05-05 9:15,Code of Practice for Soil Amendments,Express Transactions,,49.0942454,122.8400507,,Express,Simple,3.7,,,,,10.8,14,
New Registration,393114,110327,Completed,,2020-04-17,2020-04-21 10:19,2020-05-05 9:20,Code of Practice for Soil Amendments,Express Transactions,,49.09603,122.79818,,Express,Simple,4.5,,,,,10.1,14,
New Registration,393117,110328,Completed,,2020-04-17,2020-04-21 15:13,2020-05-05 9:40,Code of Practice for Soil Amendments,Express Transactions,,49.08758,122.81923,,Express,Simple,4.6,,,,,10,14,
New Registration,393119,110329,Completed,,2020-04-17,2020-04-21 16:00,2020-05-05 9:52,Code of Practice for Soil Amendments,Express Transactions,,49.09271,122.85702,,Express,Simple,5.4,,,,,9.3,14,
De-Registration,393121,16168,Completed,,2020-04-21 18:38,2020-04-21 18:38,2020-04-22 8:12,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.6,
New Registration,393133,110330,Completed,,2020-04-17,2020-04-22 9:35,2020-05-06 8:08,Code of Practice for Soil Amendments,Express Transactions,,49.09603,122.79818,,Express,Simple,5.4,,,,,13.1,18,
Authorization Amendment,393134,1582,Approved,,2020-04-22,2020-04-22 10:04,2020-08-11 8:28,Permit,Authorizations - North Region,Minor,53.975,126.0659,Internal Amendment,EM General,Medium,,,,,,,110,
Authorization Amendment,393135,1715,Approved,,2020-04-22,2020-04-22 10:27,2020-08-11 8:34,Permit,Authorizations - North Region,Minor,55.050866,126.501316,Internal Amendment,EM General,Medium,,,,,,,110,
New Registration,393136,110331,Completed,,2020-04-17,2020-04-22 10:37,2020-05-06 8:12,Code of Practice for Soil Amendments,Express Transactions,,49.09271,122.85702,,Express,Simple,5.4,,,,,13.1,18,
Authorization Amendment,393137,1759,Approved,,2020-04-22,2020-04-22 10:44,2020-11-10 8:21,Permit,Authorizations - North Region,Minor,53.895501,123.538601,Internal Amendment,EM General,Medium,,,,,,,201,
Authorization Amendment,393138,1760,Approved,,2020-04-22,2020-04-22 10:47,2020-08-11 9:53,Permit,Authorizations - North Region,Minor,54.017903,125.750847,Internal Amendment,EM General,Medium,,,,,,,110,
Authorization Amendment,393139,1765,Approved,,2020-04-22,2020-04-22 10:50,2020-08-11 8:44,Permit,Authorizations - North Region,Minor,54.371031,125.920256,Internal Amendment,EM General,Medium,,,,,,,110,
New Registration,393140,110332,Completed,,2020-04-17,2020-04-22 11:13,2020-05-06 8:17,Code of Practice for Soil Amendments,Express Transactions,,49.0959747,122.835196,,Express,Simple,5.5,,,,,13.1,18,
New Registration,393142,110333,Completed,,2020-04-17,2020-04-22 11:38,2020-05-06 8:30,Code of Practice for Soil Amendments,Express Transactions,,49.08758,122.81923,,Express,Medium,5.5,,,,,13.1,18,
De-Registration,393143,107228,Completed,,2020-04-22 11:47,2020-04-22 11:47,2020-04-22 13:16,Oil & Gas Waste Regulation (Facility Registration),Oil & Gas Commission,,,,,Express,Simple,0,,,,,0,0.1,
New Registration,393144,110334,Pending Final Application,Applicant Work Window,2020-04-16,2020-04-22 11:48,,Hazardous Waste Regulation,Authorizations - North Region,,55.6164,126.077,,Routine,Medium,6.5,104,272.1,,,,382.6,
New Authorization,393153,110337,In Review,Review and Decision,2020-04-16,2020-04-22 15:44,,Permit,Authorizations - South Region,,49.0415,122.3672,,Routine,Medium,6.7,50,182.6,7.1,136.2,,382.6,
New Registration,393168,110338,Completed,,2020-04-20,2020-04-23 9:51,2020-05-06 8:34,Code of Practice for Soil Amendments,Express Transactions,,49.406851,117.650012,,Express,Simple,3.4,,,,,12.3,15,
New Registration,393171,110339,Completed,,2020-04-20,2020-04-23 11:37,2020-05-07 8:36,Code of Practice for Soil Amendments,Express Transactions,,49.101662,122.263284,,Express,Simple,3.5,,,,,13.1,16,
New Registration,393175,110341,Completed,,2020-04-20,2020-04-23 13:58,2020-05-07 8:40,Code of Practice for Soil Amendments,Express Transactions,,49.101662,122.263284,,Express,Simple,3.6,,,,,13.1,16,
Auth Cancel Susp and Aband App,393177,109967,Approved,,2020-04-23 14:11,2020-04-23 14:11,2020-07-07,Approval,Land Remediation,,,,Suspend,EM General,Medium,,,,,,,74.4,
New Registration,393194,110342,Completed,,2020-04-21,2020-04-24 11:56,2020-05-07 15:04,Code of Practice for Soil Amendments,Express Transactions,,49.2288272,121.7815907,,Express,Simple,3.5,,,,,13,16,
New Registration,393195,110343,Completed,,2020-04-21,2020-04-24 13:54,2020-05-08 8:51,Code of Practice for Soil Amendments,Express Transactions,,49.2288272,121.7815907,,Express,Simple,3.6,,,,,13.1,16,
New Registration,393196,110344,Completed,,2020-04-21,2020-04-24 14:50,2020-05-08 8:58,Code of Practice for Soil Amendments,Express Transactions,,49.217149,121.779327,,Express,Simple,3.6,,,,,13.1,16,
New Registration,393197,110345,Completed,,2020-04-21,2020-04-24 15:24,2020-05-08 13:14,Code of Practice for Soil Amendments,Express Transactions,,49.217149,121.779327,,Express,Simple,3.6,,,,,13.8,17,
New Registration,393198,110346,Completed,,2020-04-21,2020-04-24 15:51,2020-05-08 13:31,Code of Practice for Soil Amendments,Express Transactions,,49.217149,121.779327,,Express,Simple,3.7,,,,,13.9,17,
New Registration,393201,110347,Completed,,2020-04-21,2020-04-24 16:14,2020-05-08 13:46,Code of Practice for Soil Amendments,Express Transactions,,49.246924,121.730747,,Express,Simple,3.7,,,,,13.9,17,
New Registration,393202,110348,Completed,,2020-04-21,2020-04-24 16:34,2020-05-11 9:02,Code of Practice for Soil Amendments,Express Transactions,,49.22727,121.78302,,Express,Simple,3.7,,,,,13.9,17,
New Registration,393203,110349,Completed,,2020-04-21,2020-04-24 16:50,2020-05-11 9:06,Code of Practice for Soil Amendments,Express Transactions,,49.22727,121.78302,,Express,Simple,3.7,,,,,14,17,
Authorization Amendment,393281,1894,Approved,,2020-04-14,2020-04-27 10:26,2020-07-23 15:29,Permit,Authorizations - South Region,Minor,50.660308,120.055946,,Routine,Medium,0,11,0,2.9,73.3,,100,
De-Registration,393288,14136,Completed,,2020-04-27 15:30,2020-04-27 15:30,2020-05-14 9:36,Petroleum Storage and Distribution Facilities Storm Water Regulation,Express Transactions,,,,,Express,Simple,0,,,,,14,16.8,
New Registration,393306,110350,Completed,,2020-04-22,2020-04-28 9:22,2020-05-14 11:19,Code of Practice for Soil Amendments,Express Transactions,,54.366,124.214,,Express,Simple,6.4,,,,,14.3,20,
New Registration,393308,110351,Completed,,2020-04-23,2020-04-28 9:58,2020-05-14 11:42,Code of Practice for Soil Amendments,Express Transactions,,49.191,117.4376,,Express,Simple,5.4,,,,,15.1,20,
Authorization Amendment,393310,8430,Approved,,2020-02-29,2020-04-28 12:09,2020-07-20 10:01,Permit,Authorizations - South Region,Minor,49.085633,123.119493,Internal Amendment,EM General,Medium,,,,,,,139,
New Registration,393311,110352,Completed,,2020-04-23,2020-04-28 13:06,2020-05-14 11:48,Code of Practice for Soil Amendments,Express Transactions,,49.3449,117.6823,,Express,Simple,5.5,,,,,15,20,
New Registration,393314,110353,Completed,,2020-04-23,2020-04-28 14:10,2020-05-14 12:54,Code of Practice for Soil Amendments,Express Transactions,,49.2099,117.6934,,Express,Simple,5.6,,,,,15.1,20,
New Registration,393341,110354,Completed,,2020-04-28,2020-04-29 9:40,2020-05-19 8:45,Code of Practice for Soil Amendments,Express Transactions,,49.03399,118.8812,,Express,Simple,1.4,,,,,15.2,16,
Auth Cancel Susp and Aband App,393342,4399,Approved,,2020-04-29 10:44,2020-04-29 10:44,2020-05-05,Permit,Authorizations - North Region,,,,Abandon,EM General,Medium,,,,,,,5.6,
Authorization Amendment,393344,7512,Approved,,2020-04-22,2020-04-29 11:59,2020-04-30 13:54,Permit,Authorizations - North Region,Minor,52.99581,122.50426,Internal Amendment,EM General,Medium,,,,,,,8,
